0,2272.0
2,1365.0
3,1488.0
4,1337.0
5,1883.0
6,2283.0
7,1335.0
8,1025.0
9,1139.0
10,1477.0
11,1203.0
12,1311.0
14,1494.0
15,1159.0
16,1365.0
17,1272.0
18,1246.0
19,1071.0
22,925.0
23,1533.0
26,1993.0
27,1045.0
28,2090.0
30,1413.0
31,1718.0
33,1291.0
34,1838.0
35,2540.0
36,1608.0
38,1929.0
42,1723.0
44,808.0
45,1324.0
47,1933.0
48,1351.0
49,2013.0
50,1207.0
51,2170.0
52,1700.0
53,1899.0
54,1757.0
55,1475.0
56,1921.0
57,1971.0
58,1809.0
59,1365.0
60,1775.0
61,1687.0
62,1706.0
63,1353.0
64,1316.0
65,1512.0
66,2430.0
67,1788.0
69,1357.0
71,1586.0
72,2057.0
74,1458.0
75,1201.0
77,1493.0
81,1179.0
83,2730.0
84,1414.0
86,1573.0
88,1216.0
89,981.0
90,1345.0
92,730.0
93,1034.0
94,1628.0
95,1155.0
97,1444.0
98,2242.0
99,1842.0
100,1210.0
101,1384.0
103,1508.0
105,1265.0
106,1090.0
108,1167.0
110,1445.0
111,1196.0
113,1999.0
114,472.0
119,1372.0
120,1325.0
121,833.0
122,1200.0
123,2431.0
125,2121.0
126,1726.0
128,1072.0
129,1386.0
130,1054.0
132,1270.0
133,1857.0
135,2016.0
137,909.0
140,2035.0
141,1534.0
142,1708.0
143,733.0
144,1455.0
145,1332.0
146,1606.0
148,1291.0
149,1495.0
150,1928.0
152,987.0
153,1023.0
154,875.0
156,1032.0
157,1079.0
160,961.0
161,1232.0
162,2188.0
164,1475.0
165,1612.0
166,921.0
167,2432.0
168,1650.0
169,1077.0
170,823.0
172,1872.0
173,1669.0
174,1407.0
176,894.0
177,1948.0
178,2298.0
179,2163.0
180,1108.0
181,1731.0
183,1684.0
184,2025.0
186,1736.0
187,1474.0
188,1770.0
190,1570.0
191,1861.0
196,1202.0
197,1768.0
198,2184.0
201,1242.0
203,1501.0
204,875.0
205,1521.0
206,2611.0
207,1948.0
210,2211.0
212,2501.0
213,1764.0
214,1527.0
215,1421.0
216,1949.0
219,1658.0
220,1032.0
221,1536.0
222,1345.0
224,2035.0
226,1587.0
230,2399.0
231,1449.0
233,1831.0
234,1423.0
235,1754.0
236,1641.0
237,1428.0
238,1928.0
240,1361.0
242,1300.0
243,997.0
245,1480.0
246,2131.0
247,1833.0
248,1161.0
250,1570.0
252,966.0
254,1638.0
256,1799.0
257,1917.0
258,1894.0
259,1009.0
263,731.0
265,1059.0
266,1520.0
267,1708.0
268,1227.0
269,1085.0
270,1045.0
271,1720.0
272,1495.0
273,960.0
275,1318.0
276,740.0
277,878.0
278,1357.0
282,1693.0
283,1153.0
284,1469.0
286,1114.0
288,1500.0
290,942.0
292,704.0
293,1584.0
294,1004.0
295,795.0
296,1000.0
297,2156.0
299,1391.0
302,967.0
303,1578.0
304,1068.0
305,1419.0
306,1784.0
307,1952.0
308,996.0
309,1485.0
312,1633.0
313,1013.0
314,2085.0
315,3102.0
317,983.0
318,2169.0
320,2204.0
321,1578.0
322,1526.0
323,1725.0
324,936.0
325,1678.0
326,1573.0
327,1187.0
328,1535.0
329,1333.0
330,1701.0
332,1651.0
333,1491.0
335,1976.0
336,1246.0
339,1505.0
344,1881.0
345,2393.0
347,1444.0
349,1158.0
352,1410.0
353,2115.0
354,1278.0
355,2039.0
357,1901.0
360,2074.0
361,3661.0
363,2431.0
365,1040.0
367,1733.0
368,1727.0
369,1076.0
370,1598.0
371,1146.0
372,1534.0
374,1540.0
375,1445.0
377,1710.0
378,2114.0
379,1816.0
380,1759.0
381,2173.0
383,1710.0
384,1930.0
385,1803.0
387,2289.0
388,1839.0
389,1641.0
390,1374.0
392,1360.0
393,1303.0
394,1654.0
396,1558.0
398,1752.0
399,1042.0
402,2101.0
404,1326.0
406,1413.0
407,1970.0
408,1242.0
409,1920.0
410,1163.0
411,1651.0
413,1850.0
415,1703.0
417,1522.0
419,2631.0
420,1647.0
421,1536.0
422,1433.0
423,1749.0
424,1274.0
425,1658.0
426,1579.0
428,1382.0
430,1168.0
431,1067.0
432,1890.0
433,1659.0
435,868.0
437,2166.0
439,1417.0
440,2018.0
441,1777.0
442,1596.0
443,1420.0
448,1369.0
449,1266.0
450,1034.0
451,2045.0
457,2298.0
458,1241.0
459,2039.0
460,1177.0
462,1746.0
463,1917.0
465,860.0
467,1170.0
468,1229.0
469,1274.0
471,1867.0
472,1610.0
473,1963.0
475,1291.0
478,1323.0
479,1652.0
480,2086.0
482,1731.0
483,1950.0
484,2203.0
485,2260.0
486,1580.0
487,1562.0
488,1860.0
489,1793.0
490,1000.0
492,2475.0
493,2105.0
494,1732.0
499,2015.0
500,2241.0
501,2772.0
502,1320.0
503,2738.0
504,1389.0
505,2251.0
507,2028.0
509,2341.0
510,2011.0
511,1613.0
512,1671.0
513,1999.0
514,2894.0
515,2637.0
516,1884.0
517,2404.0
518,2255.0
521,1558.0
524,1996.0
525,2051.0
526,1803.0
527,1969.0
528,1937.0
529,2082.0
531,2731.0
535,1915.0
536,1986.0
537,2145.0
538,2276.0
539,2157.0
540,2626.0
542,1558.0
543,3044.0
544,2246.0
545,2383.0
547,1972.0
549,2102.0
550,2327.0
551,1732.0
553,1992.0
554,2199.0
555,2393.0
556,2190.0
557,2495.0
559,2435.0
560,1737.0
561,2052.0
563,1834.0
564,3005.0
565,1429.0
566,2215.0
568,2284.0
569,1993.0
570,2059.0
573,2098.0
574,2506.0
575,1911.0
576,2560.0
577,1301.0
578,1859.0
579,2286.0
581,2156.0
583,2404.0
585,1977.0
587,2007.0
588,2014.0
590,2022.0
593,1845.0
594,1621.0
595,1770.0
596,2021.0
597,2355.0
598,1996.0
599,2127.0
600,2113.0
602,2125.0
603,1786.0
604,2276.0
607,2112.0
608,1968.0
610,2241.0
613,2166.0
614,2575.0
616,2181.0
617,1967.0
618,2072.0
619,2027.0
620,2345.0
622,2249.0
623,2455.0
625,2425.0
626,2851.0
628,3298.0
629,2366.0
630,1853.0
633,2300.0
635,2974.0
637,3009.0
638,2538.0
639,2782.0
640,2491.0
642,2003.0
643,2752.0
644,2576.0
645,2818.0
646,2683.0
647,2628.0
648,2994.0
649,2303.0
650,2771.0
651,2607.0
653,2839.0
655,3025.0
656,2684.0
657,3006.0
659,3183.0
660,2523.0
662,2840.0
663,3193.0
664,2969.0
667,3264.0
669,3089.0
671,3007.0
672,4000.0
676,2901.0
677,4260.0
681,3343.0
684,4150.0
687,4667.0
688,3301.0
689,3931.0
690,4496.0
693,3550.0
694,4230.0
695,3805.0
696,3352.0
698,4015.0
699,3548.0
700,3316.0
701,3932.0
702,3596.0
703,5289.0
704,3561.0
705,3990.0
707,3636.0
708,3799.0
709,4188.0
710,5248.0
711,4176.0
712,4829.0
713,4346.0
715,4813.0
717,4357.0
718,4322.0
719,4156.0
720,4630.0
722,4410.0
724,4363.0
725,4798.0
727,5143.0
728,4906.0
730,4970.0
731,4813.0
733,5906.0
